product_id,code,name_short_en,product_level,top_parent_id,product_id_hierarchy
1,0,Textiles,1,1,1
2,1,Agriculture,1,2,2
3,2,Stone,1,3,3
4,3,Minerals,1,4,4
5,4,Metals,1,5,5
6,5,Chemicals,1,6,6
7,6,Vehicles,1,7,7
8,7,Machinery,1,8,8
9,8,Electronics,1,9,9
10,9,Other,1,10,10
100,01,Live animals,2,2,2.100
101,02,Meat,2,2,2.101
102,03,Fish,2,2,2.102
103,04,Diary products,2,2,2.103
104,05,Animal products,2,2,2.104
105,06,Plants,2,2,2.105
106,07,Vegetables,2,2,2.106
107,08,Fruits and nuts,2,2,2.107
108,09,"Coffee, tea and spices",2,2,2.108
109,10,Cereals,2,2,2.109
110,11,"Flours, starches and malts",2,2,2.110
111,12,Oil seeds and oleaginous fruits,2,2,2.111
112,13,Lac and other vegetable extracts,2,2,2.112
113,14,Other vegetable materials,2,2,2.113
114,15,"Animal or vegetable fats, oils or waxes",2,2,2.114
115,16,Preparations of meat or fish,2,2,2.115
116,17,Sugar and candy,2,2,2.116
117,18,Cocoa,2,2,2.117
118,19,"Preparations of cereals, flour, starch or milk",2,2,2.118
119,20,"Preparations of vegetables, fruit, or nuts",2,2,2.119
120,21,Miscellaneous edible preparations,2,2,2.120
121,22,Beverages,2,2,2.121
122,23,Food residues and animal feed,2,2,2.122
123,24,Tobacco,2,2,2.123
124,25,"Salt, sulphur, lime, cement, etc.",2,4,4.124
125,26,"Ores, slag and ash",2,4,4.125
126,27,"Mineral fuels, oils and waxes",2,4,4.126
127,28,Inorganic chemicals,2,6,6.127
128,29,Organic chemicals,2,6,6.128
129,30,Pharmaceutical products,2,6,6.129
130,31,Fertilisers,2,6,6.130
131,32,"Dyes, paints, inks, etc.",2,6,6.131
132,33,Essential oils,2,6,6.132
133,34,"Soaps, waxes, and paints",2,6,6.133
134,35,Albuminoidals; modified starches; glues; enzymes,2,6,6.134
135,36,Explosives,2,6,6.135
136,37,Photographic or cinematographic goods,2,6,6.136
137,38,Miscellaneous chemical products,2,6,6.137
138,39,Plastics,2,6,6.138
139,40,Rubber,2,6,6.139
140,41,Leather and skins,2,2,2.140
141,42,Articles of leather,2,2,2.141
142,43,Furskins,2,2,2.142
143,44,Wood,2,2,2.143
144,45,Cork,2,2,2.144
145,46,Manufactues of plaiting materials,2,2,2.145
146,47,Pulp of wood,2,2,2.146
147,48,Paper and paperboard,2,2,2.147
148,49,Products of the printing industry,2,2,2.148
149,50,Silk,2,1,1.149
150,51,Wool,2,1,1.150
151,52,Cotton,2,1,1.151
152,53,Other vegetable textile fibres,2,1,1.152
153,54,Man-made filaments,2,1,1.153
154,55,Man-made staple fibres,2,1,1.154
155,56,"Wadding, felt and nonwovens",2,1,1.155
156,57,Carpets,2,1,1.156
157,58,Special woven fabrics,2,1,1.157
158,59,"Impregnated, coated or laminated textile fabrics",2,1,1.158
159,60,Knitted fabrics,2,1,1.159
160,61,"Apparel, knit",2,1,1.160
161,62,"Apparel, not knit",2,1,1.161
162,63,Other made up textile articles,2,1,1.162
163,64,Footwear,2,1,1.163
164,65,Headgear,2,1,1.164
165,66,Umbrellas and walking-sticks,2,1,1.165
166,67,Feathers and down,2,1,1.166
167,68,"Articles of stone, plaster, cement, etc.",2,3,3.167
168,69,Ceramic products,2,3,3.168
169,70,Glass and glassware,2,3,3.169
170,71,Precious metals and stones,2,3,3.170
171,72,Iron and steel,2,5,5.171
172,73,Articles of iron or steel,2,5,5.172
173,74,Copper,2,5,5.173
174,75,Nickel,2,5,5.174
175,76,Aluminium,2,5,5.175
176,78,Lead,2,5,5.176
177,79,Zinc,2,5,5.177
178,80,Tin,2,5,5.178
179,81,Other base metals,2,5,5.179
180,82,Metal tools and tableware,2,5,5.180
181,83,Miscellaneous articles of base metal,2,5,5.181
182,84,Industrial Machinery,2,8,8.182
183,85,Electrical machinery and equipment,2,9,9.183
184,86,Trains,2,7,7.184
185,87,Vehicles,2,7,7.185
186,88,Aircraft,2,7,7.186
187,89,Ships,2,7,7.187
188,90,"Apparatuses (optical, medical, etc.)",2,8,8.188
189,91,Clocks,2,8,8.189
190,92,Musical instruments,2,8,8.190
191,93,Arms and ammunition,2,8,8.191
192,94,Furniture,2,1,1.192
193,95,Toys,2,8,8.193
194,96,Miscellaneous manufactured articles,2,8,8.194
195,97,Art,2,1,1.195
196,99,Other,2,10,10.196
650,0101,Horses,4,2,2.100.650
651,0102,Bovine,4,2,2.100.651
652,0103,Swine,4,2,2.100.652
653,0104,Sheep,4,2,2.100.653
654,0105,Fowl,4,2,2.100.654
655,0106,Other live animals,4,2,2.100.655
656,0201,Beef,4,2,2.101.656
657,0202,Beef (frozen),4,2,2.101.657
658,0203,Pork,4,2,2.101.658
659,0204,Lamb,4,2,2.101.659
660,0205,Horse meat,4,2,2.101.660
661,0206,Edible offal,4,2,2.101.661
662,0207,Poultry,4,2,2.101.662
663,0208,Other meat,4,2,2.101.663
664,0209,Pig and poultry fat,4,2,2.101.664
665,0210,Preserved meat,4,2,2.101.665
666,0301,Live Fish,4,2,2.102.666
667,0302,"Fish, excluding fillets",4,2,2.102.667
668,0303,"Frozen fish, excluding fillets",4,2,2.102.668
669,0304,Fish fillets,4,2,2.102.669
670,0305,Preserved fish,4,2,2.102.670
671,0306,Crustaceans,4,2,2.102.671
672,0307,Molluscs,4,2,2.102.672
673,0401,Milk,4,2,2.103.673
674,0402,"Milk, concentrated",4,2,2.103.674
675,0403,Fermented milk products,4,2,2.103.675
676,0404,Whey,4,2,2.103.676
677,0405,Butter,4,2,2.103.677
678,0406,Cheese,4,2,2.103.678
679,0407,"Eggs, in shell",4,2,2.103.679
680,0408,Egg yolks,4,2,2.103.680
681,0409,Honey,4,2,2.103.681
682,0410,"Edible animal products, n.e.c.",4,2,2.103.682
683,0501,"Human hair, unworked",4,2,2.104.683
684,0502,Brushmaking hair,4,2,2.104.684
685,0503,Horsehair,4,2,2.104.685
686,0504,"Animal guts, except fish",4,2,2.104.686
687,0505,Feathers and down,4,2,2.104.687
688,0506,"Bones, simply prepared",4,2,2.104.688
689,0507,Whalebone & horns,4,2,2.104.689
690,0508,Coral and shells,4,2,2.104.690
691,0509,Sponges of animal origin,4,2,2.104.691
692,0510,Animal products used in pharmaceuticals,4,2,2.104.692
693,0511,Animal products n.e.c.,4,2,2.104.693
694,0601,Flower bulbs,4,2,2.105.694
695,0602,Other live plants,4,2,2.105.695
696,0603,Cut flowers,4,2,2.105.696
697,0604,Other parts of plants,4,2,2.105.697
698,0701,Potatoes,4,2,2.106.698
699,0702,Tomatoes,4,2,2.106.699
700,0703,"Onions, shallots, garlic",4,2,2.106.700
701,0704,"Cabbages, cauliflowers, broccoli",4,2,2.106.701
702,0705,Lettuce,4,2,2.106.702
703,0706,Carrots & turnips,4,2,2.106.703
704,0707,Cucumbers,4,2,2.106.704
705,0708,Legumes,4,2,2.106.705
706,0709,Other vegetables,4,2,2.106.706
707,0710,Frozen vegetables,4,2,2.106.707
708,0711,"Vegetables, provisionally preserved",4,2,2.106.708
709,0712,"Vegetables, dried",4,2,2.106.709
710,0713,"Legumes, dried",4,2,2.106.710
711,0714,Tubers,4,2,2.106.711
712,0801,Cashew nuts & coconuts,4,2,2.107.712
713,0802,Other nuts,4,2,2.107.713
714,0803,Bananas and plantains,4,2,2.107.714
715,0804,"Avocados, pineapples, mangos, etc.",4,2,2.107.715
716,0805,Citrus fruit,4,2,2.107.716
717,0806,Grapes,4,2,2.107.717
718,0807,Melons and papayas,4,2,2.107.718
719,0808,Apples & pears,4,2,2.107.719
720,0809,Peaches & cherries,4,2,2.107.720
721,0810,Other fresh fruit,4,2,2.107.721
722,0811,"Fruits and nuts, frozen",4,2,2.107.722
723,0812,"Fruits and nuts, provisionally preserved",4,2,2.107.723
724,0813,"Fruits, dried",4,2,2.107.724
725,0814,Peel of citrus fruit or melons,4,2,2.107.725
726,0901,Coffee,4,2,2.108.726
727,0902,Tea,4,2,2.108.727
728,0903,Mate,4,2,2.108.728
729,0904,Pepper,4,2,2.108.729
730,0905,Vanilla,4,2,2.108.730
731,0906,Cinnamon,4,2,2.108.731
732,0907,Cloves,4,2,2.108.732
733,0908,Nutmeg,4,2,2.108.733
734,0909,"Anise, fennel, etc.",4,2,2.108.734
735,0910,Spices,4,2,2.108.735
736,1001,Wheat and meslin,4,2,2.109.736
737,1002,Rye,4,2,2.109.737
738,1003,Barley,4,2,2.109.738
739,1004,Oats,4,2,2.109.739
740,1005,Corn,4,2,2.109.740
741,1006,Rice,4,2,2.109.741
742,1007,Grain sorghum,4,2,2.109.742
743,1008,Other cereals,4,2,2.109.743
744,1101,Wheat or meslin flour,4,2,2.110.744
745,1102,Cereal flours,4,2,2.110.745
746,1103,Cereal meals,4,2,2.110.746
747,1104,Worked cereal grains,4,2,2.110.747
748,1105,Potato flour,4,2,2.110.748
749,1106,Flour of dried legumes,4,2,2.110.749
750,1107,Malt,4,2,2.110.750
751,1108,Starches,4,2,2.110.751
752,1109,Wheat gluten,4,2,2.110.752
753,1201,Soya beans,4,2,2.111.753
754,1202,Peanuts,4,2,2.111.754
755,1203,Copra,4,2,2.111.755
756,1204,Linseed,4,2,2.111.756
757,1205,Rape or colza seeds,4,2,2.111.757
758,1206,Sunflower seeds,4,2,2.111.758
759,1207,Other oil seeds,4,2,2.111.759
760,1208,Flours of oil seeds,4,2,2.111.760
761,1209,Seeds used for sowing,4,2,2.111.761
762,1210,Hop cones,4,2,2.111.762
763,1211,"Plants used in perfumery, pharmacy or insecticide",4,2,2.111.763
764,1212,Seaweeds & edible vegetable products,4,2,2.111.764
765,1213,Cereal straw and husks,4,2,2.111.765
766,1214,Forage products,4,2,2.111.766
767,1301,Lac,4,2,2.112.767
768,1302,Vegetable saps and extracts,4,2,2.112.768
769,1401,Vegetable materials used for plaiting,4,2,2.113.769
770,1402,Vegetable materials used as stuffing,4,2,2.113.770
771,1403,Vegetable materials used for brooms,4,2,2.113.771
772,1404,Vegetable products n.e.c.,4,2,2.113.772
773,1501,"Pig and poultry fat, rendered",4,2,2.114.773
774,1502,"Bovine, sheep and goat fats",4,2,2.114.774
775,1503,"Lard oil, tallow oil etc.",4,2,2.114.775
776,1504,Fish oils,4,2,2.114.776
777,1505,Wool grease,4,2,2.114.777
778,1506,Other animal fats and oils,4,2,2.114.778
779,1507,Soybean oil,4,2,2.114.779
780,1508,Peanut oil,4,2,2.114.780
781,1509,Olive oil,4,2,2.114.781
782,1510,"Olive oil, blended",4,2,2.114.782
783,1511,Palm oil,4,2,2.114.783
784,1512,Sunflower seed oil,4,2,2.114.784
785,1513,Coconut & palm kernel oil,4,2,2.114.785
786,1514,"Rapeseed, colza or mustard oil,",4,2,2.114.786
787,1515,Other vegetable fats and oils,4,2,2.114.787
788,1516,"Vegetable fats, hydrogenated",4,2,2.114.788
789,1517,Margarine,4,2,2.114.789
790,1518,"Animal or vegetable fats and oils, processed",4,2,2.114.790
791,1519,Stearic acid,4,2,2.114.791
792,1520,Glycerol,4,2,2.114.792
793,1521,Vegetable waxes and beeswax,4,2,2.114.793
794,1522,Degras and wax residues,4,2,2.114.794
795,1601,Sausages,4,2,2.115.795
796,1602,Other prepared or preserved meat,4,2,2.115.796
797,1603,Extracts and juices of meat or fish,4,2,2.115.797
798,1604,Prepared or preserved fish,4,2,2.115.798
799,1605,Prepared aquatic invertibrates,4,2,2.115.799
800,1701,Sugarcane & sucrose,4,2,2.116.800
801,1702,Other sugars,4,2,2.116.801
802,1703,Molasses,4,2,2.116.802
803,1704,Confectionery sugar,4,2,2.116.803
804,1801,Cocoa beans,4,2,2.117.804
805,1802,Cocoa residues,4,2,2.117.805
806,1803,Cocoa paste,4,2,2.117.806
807,1804,Cocoa butter,4,2,2.117.807
808,1805,Cocoa powder,4,2,2.117.808
809,1806,Chocolates,4,2,2.117.809
810,1901,Malt extract,4,2,2.118.810
811,1902,Pasta,4,2,2.118.811
812,1903,Tapioca,4,2,2.118.812
813,1904,Cereal foods,4,2,2.118.813
814,1905,Bakery products,4,2,2.118.814
815,2001,Pickled fruits and vegetables,4,2,2.119.815
816,2002,"Tomatoes, prepared or preserved",4,2,2.119.816
817,2003,"Mushrooms, prepared or preserved",4,2,2.119.817
818,2004,"Other vegetables, frozen",4,2,2.119.818
819,2005,"Other vegetables, prepared or preserved",4,2,2.119.819
820,2006,"Vegetables, fruits and nuts, preserved by sugar",4,2,2.119.820
821,2007,"Jams, jellies and marmalades",4,2,2.119.821
822,2008,"Fruits and nuts, otherwise prepared",4,2,2.119.822
823,2009,Fruit juices,4,2,2.119.823
824,2101,Coffee extracts,4,2,2.120.824
825,2102,Yeasts,4,2,2.120.825
826,2103,Sauces and seasonings,4,2,2.120.826
827,2104,Soups and broths,4,2,2.120.827
828,2105,Ice cream,4,2,2.120.828
829,2106,Food preparations n.e.c.,4,2,2.120.829
830,2201,Waters,4,2,2.121.830
831,2202,"Waters, flavored or sweetened",4,2,2.121.831
832,2203,Beer,4,2,2.121.832
833,2204,Wine,4,2,2.121.833
834,2205,"Wine, flavored",4,2,2.121.834
835,2206,Other fermented beverages,4,2,2.121.835
836,2207,Ethyl alcohol > 80%,4,2,2.121.836
837,2208,Spirits < 80% alcohol,4,2,2.121.837
838,2209,Vinegars,4,2,2.121.838
839,2301,"Flours of fish, for animal feed",4,2,2.122.839
840,2302,Cereal residues,4,2,2.122.840
841,2303,Starch residues,4,2,2.122.841
842,2304,Solid soybean residues,4,2,2.122.842
843,2305,Solid peanut residues,4,2,2.122.843
844,2306,Solid vegetable oil and fat residues,4,2,2.122.844
845,2307,Wine lees,4,2,2.122.845
846,2308,Vegetable materials for animal feeding,4,2,2.122.846
847,2309,Animal feed,4,2,2.122.847
848,2401,Unmanufactured tobacco,4,2,2.123.848
849,2402,Cigars and cigarettes,4,2,2.123.849
850,2403,Other manufactured tobacco,4,2,2.123.850
851,2501,Salt,4,4,4.124.851
852,2502,Unroasted iron pyrites,4,4,4.124.852
853,2503,"Sulphur, crude",4,4,4.124.853
854,2504,Natural graphite,4,4,4.124.854
855,2505,Natural sands,4,4,4.124.855
856,2506,Quartz,4,4,4.124.856
857,2507,Kaolin,4,4,4.124.857
858,2508,Clays,4,4,4.124.858
859,2509,Chalk,4,4,4.124.859
860,2510,Natural calcium phosphates,4,4,4.124.860
861,2511,Natural barium sulfate,4,4,4.124.861
862,2512,Siliceous fossil meals and earths,4,4,4.124.862
863,2513,Natural abrasives,4,4,4.124.863
864,2514,Slate,4,4,4.124.864
865,2515,Marble,4,4,4.124.865
866,2516,Granite,4,4,4.124.866
867,2517,Gravel,4,4,4.124.867
868,2518,Dolomite,4,4,4.124.868
869,2519,Natural magnesia,4,4,4.124.869
870,2520,Gypsum,4,4,4.124.870
871,2521,Limstone,4,4,4.124.871
872,2522,Quicklime,4,4,4.124.872
873,2523,Cements,4,4,4.124.873
874,2524,Asbestos,4,4,4.124.874
875,2525,Mica,4,4,4.124.875
876,2526,Natural steatite,4,4,4.124.876
877,2527,Natural cryolite,4,4,4.124.877
878,2528,Natural borates,4,4,4.124.878
879,2529,Feldspar,4,4,4.124.879
880,2530,Mineral substances n.e.c.,4,4,4.124.880
881,2601,Iron ores and concentrates,4,4,4.125.881
882,2602,Manganese > 47% by weight,4,4,4.125.882
883,2603,Copper ore,4,4,4.125.883
884,2604,Nickel ore,4,4,4.125.884
885,2605,Cobalt ore,4,4,4.125.885
886,2606,Aluminum ore,4,4,4.125.886
887,2607,Lead ore,4,4,4.125.887
888,2608,Zinc ore,4,4,4.125.888
889,2609,Tin ore,4,4,4.125.889
890,2610,Chromium ore,4,4,4.125.890
891,2611,Tungsten ore,4,4,4.125.891
892,2612,Uranium ore,4,4,4.125.892
893,2613,Molybdenum ore,4,4,4.125.893
894,2614,Titanium ore,4,4,4.125.894
895,2615,Zirconium ore,4,4,4.125.895
896,2616,Precious metal ores,4,4,4.125.896
897,2617,Other ores,4,4,4.125.897
898,2618,Granulated iron or steel slag,4,4,4.125.898
899,2619,Iron or steel slag,4,4,4.125.899
900,2620,"Slag, ash and residues containing metals",4,4,4.125.900
901,2621,Other slag and ash,4,4,4.125.901
902,2701,Coal,4,4,4.126.902
903,2702,Lignite,4,4,4.126.903
904,2703,Peat,4,4,4.126.904
905,2704,Coke,4,4,4.126.905
906,2705,Non-petroleum gases,4,4,4.126.906
907,2706,"Tar distilled from coal, lignite etc.",4,4,4.126.907
908,2707,Oils etc. from high temperature coal tar,4,4,4.126.908
909,2708,Pitch and pitch coke,4,4,4.126.909
910,2709,"Petroleum oils, crude",4,4,4.126.910
911,2710,"Petroleum oils, refined",4,4,4.126.911
912,2711,Petroleum gases,4,4,4.126.912
913,2712,Petroleum jelly,4,4,4.126.913
914,2713,Petroleum coke,4,4,4.126.914
915,2714,"Bitumen and asphalt, natural",4,4,4.126.915
916,2715,Bituminous mixtures,4,4,4.126.916
917,2716,Electrical energy,4,4,4.126.917
918,2801,Iodine,4,6,6.127.918
919,2802,"Sulfur, sublimed or precipitated",4,6,6.127.919
920,2803,Carbon,4,6,6.127.920
921,2804,Silicon & rare gases,4,6,6.127.921
922,2805,Rare-earth metals,4,6,6.127.922
923,2806,Hydrochloric acid,4,6,6.127.923
924,2807,"Sulfiric acid, oleum",4,6,6.127.924
925,2808,Sulfonitric acids,4,6,6.127.925
926,2809,Phosphoric acid etc.,4,6,6.127.926
927,2810,Oxides of boron; boric acids,4,6,6.127.927
928,2811,Other inorganic acids,4,6,6.127.928
929,2812,Halides of nonmetals,4,6,6.127.929
930,2813,Sulfides of nonmetals,4,6,6.127.930
931,2814,Ammonia,4,6,6.127.931
932,2815,Sodium hydroxide,4,6,6.127.932
933,2816,Hydroxides or peroxides of magnesium,4,6,6.127.933
934,2817,Zinc oxide or peroxide,4,6,6.127.934
935,2818,Aluminum oxide,4,6,6.127.935
936,2819,Chromium oxides and hydroxides,4,6,6.127.936
937,2820,Manganese oxides,4,6,6.127.937
938,2821,Iron oxides and hydroxides,4,6,6.127.938
939,2822,Cobalt oxides and hydroxides,4,6,6.127.939
940,2823,Titanium oxides,4,6,6.127.940
941,2824,Lead oxides,4,6,6.127.941
942,2825,"Metal base oxides, n.e.c.",4,6,6.127.942
943,2826,Flourides,4,6,6.127.943
944,2827,"Chlorides, bromides, iodides etc.",4,6,6.127.944
945,2828,Hyopchlorites,4,6,6.127.945
946,2829,Sodium chlorate,4,6,6.127.946
947,2830,Sulfides; polysulfides,4,6,6.127.947
948,2831,Dithionites and sulfoxylates,4,6,6.127.948
949,2832,Sulfites,4,6,6.127.949
950,2833,Sulfates,4,6,6.127.950
951,2834,"Nitrites, nitrates",4,6,6.127.951
952,2835,Phosphates,4,6,6.127.952
953,2836,Carbonates,4,6,6.127.953
954,2837,Cyanides,4,6,6.127.954
955,2838,"Fulminates, cyanates and thiocyanates",4,6,6.127.955
956,2839,Silicates,4,6,6.127.956
957,2840,Borates,4,6,6.127.957
958,2841,Salts of oxometallic acids,4,6,6.127.958
959,2842,Other salts of acids,4,6,6.127.959
960,2843,Compounds of precious metals,4,6,6.127.960
961,2844,Uranium,4,6,6.127.961
962,2845,Non-radioactive isotopes,4,6,6.127.962
963,2846,Compounds of rare-earth metals,4,6,6.127.963
964,2847,Hydrogen peroxide,4,6,6.127.964
965,2848,Phosphides,4,6,6.127.965
966,2849,Carbides,4,6,6.127.966
967,2850,"Hydrides, nitrides, azides, silicides and borides",4,6,6.127.967
968,2851,"Inorganic compounds, liquid or compressed air",4,6,6.127.968
969,2901,Acyclic hydrocarbons,4,6,6.128.969
970,2902,Cyclic hydrocarbons,4,6,6.128.970
971,2903,Halogenated derivatives of hydrocarbons,4,6,6.128.971
972,2904,"Sulfonated, nitrated derivatives of hydrocarbons",4,6,6.128.972
973,2905,Acyclic alcohols,4,6,6.128.973
974,2906,Cyclic alcohols,4,6,6.128.974
975,2907,"Phenols, phenol-alcohols",4,6,6.128.975
976,2908,Derivatives of phenols,4,6,6.128.976
977,2909,Ethers,4,6,6.128.977
978,2910,Epoxides,4,6,6.128.978
979,2911,Acetals and hemiacetals,4,6,6.128.979
980,2912,Aldehydes,4,6,6.128.980
981,2913,Derivatives of aldehydes,4,6,6.128.981
982,2914,Ketones and quinones,4,6,6.128.982
983,2915,Saturated acyclic monocarboxylic acids,4,6,6.128.983
984,2916,Unsaturated acyclic monocarboxylic acids,4,6,6.128.984
985,2917,Polycarboxylic acids,4,6,6.128.985
986,2918,Carboxylic acids with additional oxygen function,4,6,6.128.986
987,2919,Phosporic esters,4,6,6.128.987
988,2920,Esters of other inorganic acids of nonmetals,4,6,6.128.988
989,2921,Amine-function compounds,4,6,6.128.989
990,2922,Oxygen-function amino-compounds,4,6,6.128.990
991,2923,Quaternary ammonium salts and hydroxides,4,6,6.128.991
992,2924,Carboxyamide-function compounds,4,6,6.128.992
993,2925,Carboxyimide-function compounds,4,6,6.128.993
994,2926,Nitrile-function compounds,4,6,6.128.994
995,2927,"Diazo-, azo-, or azoxy-compounds",4,6,6.128.995
996,2928,Organix derivatives of hydrazine,4,6,6.128.996
997,2929,Isocyanates,4,6,6.128.997
998,2930,Organo-sulfur compounds,4,6,6.128.998
999,2931,Other organo-inorganic compounds,4,6,6.128.999
1000,2932,Heterocyclic compounds with oxygen hetero-atom(s) only,4,6,6.128.1000
1001,2933,Heterocyclic compounds with nitrogen hetero-atom(s) only,4,6,6.128.1001
1002,2934,Nucleic acids and their salts,4,6,6.128.1002
1003,2935,Sulfonamides,4,6,6.128.1003
1004,2936,Vitamins,4,6,6.128.1004
1005,2937,Hormones,4,6,6.128.1005
1006,2938,Glycosides,4,6,6.128.1006
1007,2939,Vegetable alkaloids,4,6,6.128.1007
1008,2940,"Other sugars, chemically pure",4,6,6.128.1008
1009,2941,Antibiotics,4,6,6.128.1009
1010,2942,Other organic compounds,4,6,6.128.1010
1011,3001,Heparin for therapeutic use,4,6,6.129.1011
1012,3002,Serums and vaccines,4,6,6.129.1012
1013,3003,"Medicaments, not packaged",4,6,6.129.1013
1014,3004,"Medicaments, packaged",4,6,6.129.1014
1015,3005,"Wadding, gauze and bandages",4,6,6.129.1015
1016,3006,Pharmaceutical goods,4,6,6.129.1016
1017,3101,Animal or vegetable fertilizers,4,6,6.130.1017
1018,3102,Nitrogenous fertilizers,4,6,6.130.1018
1019,3103,Phosphatic fertilizers,4,6,6.130.1019
1020,3104,Potassic fertilizers,4,6,6.130.1020
1021,3105,Mixed fertilizers,4,6,6.130.1021
1022,3201,Vegetable tanning extracts,4,6,6.131.1022
1023,3202,Synthetic tanning substances,4,6,6.131.1023
1024,3203,Coloring matter of animal or vegetable origin,4,6,6.131.1024
1025,3204,Synthetic organic coloring matter,4,6,6.131.1025
1026,3205,Color lakes,4,6,6.131.1026
1027,3206,Other coloring matter,4,6,6.131.1027
1028,3207,Prepared pigments,4,6,6.131.1028
1029,3208,"Paints and varnishes, nonaqueous",4,6,6.131.1029
1030,3209,"Paints and varnishes, aqueous",4,6,6.131.1030
1031,3210,Other paints and varnishes,4,6,6.131.1031
1032,3211,Prepared driers,4,6,6.131.1032
1033,3212,"Pigments, nonaqueous",4,6,6.131.1033
1034,3213,Artists' colors,4,6,6.131.1034
1035,3214,Glaziers' putty,4,6,6.131.1035
1036,3215,Ink,4,6,6.131.1036
1037,3301,Essential oils,4,6,6.132.1037
1038,3302,Mixtures of odoriferous subtances,4,6,6.132.1038
1039,3303,Perfumes,4,6,6.132.1039
1040,3304,Make-up preparations,4,6,6.132.1040
1041,3305,Hair products,4,6,6.132.1041
1042,3306,Dental hygiene products,4,6,6.132.1042
1043,3307,Toiletries,4,6,6.132.1043
1044,3401,Soap,4,6,6.133.1044
1045,3402,Cleaning products,4,6,6.133.1045
1046,3403,Lubricants,4,6,6.133.1046
1047,3404,Artificial and prepared waxes,4,6,6.133.1047
1048,3405,Polishes and creams,4,6,6.133.1048
1049,3406,Candles,4,6,6.133.1049
1050,3407,Modeling pastes,4,6,6.133.1050
1051,3501,Casein,4,6,6.133.1051
1052,3502,Albumins,4,6,6.134.1052
1053,3503,Gelatin,4,6,6.134.1053
1054,3504,Peptones,4,6,6.134.1054
1055,3505,Dextrins and other modified starches,4,6,6.134.1055
1056,3506,Glues and adhesives,4,6,6.134.1056
1057,3507,Enzymes,4,6,6.134.1057
1058,3601,Propellant powders,4,6,6.135.1058
1059,3602,"Prepared explosives, except gunpowder",4,6,6.135.1059
1060,3603,Detonators,4,6,6.135.1060
1061,3604,Fireworks,4,6,6.135.1061
1062,3605,Matches,4,6,6.135.1062
1063,3606,Ferrocerium and other pyrophoric alloys,4,6,6.135.1063
1064,3701,Photographic plates,4,6,6.136.1064
1065,3702,Photographic film in rolls,4,6,6.136.1065
1066,3703,Photographic paper,4,6,6.136.1066
1067,3704,"Photographic film, not developed",4,6,6.136.1067
1068,3705,"Photographic film, developed",4,6,6.136.1068
1069,3706,Motion-picture film,4,6,6.136.1069
1070,3707,Chemical preparations for photographic uses,4,6,6.136.1070
1071,3801,Artificial graphite,4,6,6.137.1071
1072,3802,Activated carbon,4,6,6.137.1072
1073,3803,Tall oil,4,6,6.137.1073
1074,3804,Residual lyes,4,6,6.137.1074
1075,3805,Turpentines,4,6,6.137.1075
1076,3806,Rosin and resin acids,4,6,6.137.1076
1077,3807,Wood tar and oils,4,6,6.137.1077
1078,3808,"Insecticides, rodenticides, fungicides, etc.",4,6,6.137.1078
1079,3809,Finishing agents,4,6,6.137.1079
1080,3810,Pickling preparations for metal surfaces,4,6,6.137.1080
1081,3811,Anti-knock,4,6,6.137.1081
1082,3812,Stabilizers for rubber or plastic,4,6,6.137.1082
1083,3813,Preparations for fire extinguishers,4,6,6.137.1083
1084,3814,Organic composite solvents and thinners,4,6,6.137.1084
1085,3815,Catalytic preparations,4,6,6.137.1085
1086,3816,Refractory cements,4,6,6.137.1086
1087,3817,Mixed alkylbenzenes,4,6,6.137.1087
1088,3818,Chemical elements for electronics,4,6,6.137.1088
1089,3819,Hydraulic fluids,4,6,6.137.1089
1090,3820,Antifreezing preparation,4,6,6.137.1090
1091,3821,Prepared culture media for micro-organisms,4,6,6.137.1091
1092,3822,Diagnostic or laboratory reagents,4,6,6.137.1092
1093,3823,Industrial monocarboxylic fatty acids,4,6,6.137.1093
1094,3901,Polymers of ethylene,4,6,6.138.1094
1095,3902,Polymers of propylene,4,6,6.138.1095
1096,3903,Polymers of styrene,4,6,6.138.1096
1097,3904,Polymers of vinyl chloride,4,6,6.138.1097
1098,3905,Polymers of vinyl acetate,4,6,6.138.1098
1099,3906,Acrylic polymers,4,6,6.138.1099
1100,3907,Polyacetals,4,6,6.138.1100
1101,3908,Polyamides,4,6,6.138.1101
1102,3909,Amino-resins,4,6,6.138.1102
1103,3910,Silicones in primary forms,4,6,6.138.1103
1104,3911,Petroleum resins,4,6,6.138.1104
1105,3912,Cellulose n.e.c.,4,6,6.138.1105
1106,3913,Natural polymers,4,6,6.138.1106
1107,3914,Ion-exchangers based on polymers,4,6,6.138.1107
1108,3915,Plastic waste,4,6,6.138.1108
1109,3916,Monofilament,4,6,6.138.1109
1110,3917,Plastic tubes and fittings,4,6,6.138.1110
1111,3918,Plastic floor coverings,4,6,6.138.1111
1112,3919,Self-adhesive plastic sheets,4,6,6.138.1112
1113,3920,"Other plates of plastics, noncellular and not reinforced",4,6,6.138.1113
1114,3921,"Other plastic plates, sheets etc.",4,6,6.138.1114
1115,3922,"Baths, sinks etc.",4,6,6.138.1115
1116,3923,Packing lids,4,6,6.138.1116
1117,3924,Plastic household articles,4,6,6.138.1117
1118,3925,Plastic builders' ware,4,6,6.138.1118
1119,3926,Other articles of plastic,4,6,6.138.1119
1120,4001,Natural rubber,4,6,6.139.1120
1121,4002,Synthetic rubber,4,6,6.139.1121
